,SITE,PLOT,COORD,TREE,DEAD,Diameter,Height,SHELTER,Multistem,UngulateBrowse,RodentDamage,DieBack,PoorHealth,HighPLant,NaturalRegen,SAMPLE,GRNWT,NEEDLE_DRYWT,STEM_DRYWT,Combined_DRYWT,NOTES,SITE.1,State,Forest,District,X,Y,Unit..,TPA.Planted,Total.Acres.Planted,Season.Planted,Year.Planted,tmax,tavg,tmin,preci,vapr,wind,srad,elev,Elevation,pred_direct_gam,MAT,MWMT,MCMT,TD,MAP,MSP,AHM,SHM,DD_0,DD5,DD_18,DD18,NFFD,bFFP,eFFP,FFP,PAS,EMT,EXT,rsds,Eref,CMD,RH,CMI,DD1040
693,Plateau Creek,6,1,21,0,5,13,13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,2.848523011,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
694,Plateau Creek,8,1,10,0,5,13,13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,2.848523011,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
695,Plateau Creek,7,1,20,0,5,13,13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,2.848523011,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
696,Plateau Creek,17,1,5,0,5,13,13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,2.848523011,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
697,Plateau Creek,23,1,14,0,5,13,13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,2.848523011,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
698,Plateau Creek,10,1,6,0,4,19,19,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-2.632526404,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
699,Plateau Creek,7,1,18,0,4,18,18,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-2.02599974,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
700,Plateau Creek,11,1,4,0,4,16,16,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-0.812946412,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
701,Plateau Creek,14,1,4,0,4,14,14,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,0.400106917,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
702,Plateau Creek,16,1,5,0,4,13,13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,1.006633581,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
703,Plateau Creek,20,1,12,0,4,13,13,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,1.006633581,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
704,Plateau Creek,10,1,12,0,4,12,12,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,1.613160245,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
705,Plateau Creek,12,1,2,0,4,12,12,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,1.613160245,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
706,Plateau Creek,7,1,3,0,4,7,7,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,4.645793566,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
707,Plateau Creek,14,1,7,0,4,25,25,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-6.27168639,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
708,Plateau Creek,7,1,1,0,4,23,23,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-5.058633061,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
709,Plateau Creek,13,1,11,0,4,23,23,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-5.058633061,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
710,Plateau Creek,4,1,11,0,4,21,21,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-3.845579733,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
711,Plateau Creek,2,1,23,0,4,17,17,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-1.419473076,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
712,Plateau Creek,18,1,16,0,4,15,15,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-0.206419747,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
713,Plateau Creek,2,1,18,0,4,14,14,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,0.400106917,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
714,Plateau Creek,9,1,7,0,4,14,14,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,0.400106917,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
715,Plateau Creek,15,1,4,0,4,14,14,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,0.400106917,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
716,Plateau Creek,19,1,2,0,4,14,14,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,0.400106917,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
717,Plateau Creek,18,1,10,0,4,12,12,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,1.613160245,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
718,Plateau Creek,7,1,9,0,4,10,10,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,2.826213574,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
719,Plateau Creek,1,1,13,0,4,25,25,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-6.27168639,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
720,Plateau Creek,1,1,5,0,4,21,21,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-3.845579733,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
721,Plateau Creek,18,1,4,0,4,21,21,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-3.845579733,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
722,Plateau Creek,23,1,8,0,4,16,16,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-0.812946412,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
723,Plateau Creek,15,1,2,0,4,14,14,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,0.400106917,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
724,Plateau Creek,5,1,8,0,4,11,11,0,0,0,0,1,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,2.21968691,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
725,Plateau Creek,14,1,11,0,4,27,27,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-7.484739718,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
726,Plateau Creek,11,1,18,0,4,22,22,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-4.452106397,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
727,Plateau Creek,25,1,3,0,4,21,21,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-3.845579733,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
728,Plateau Creek,3,1,4,0,4,20,20,0,0,0,0,1,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-3.239053069,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
729,Plateau Creek,23,1,9,0,4,18,18,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-2.02599974,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
730,Plateau Creek,7,1,28,0,4,17,17,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-1.419473076,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
731,Plateau Creek,20,1,10,0,4,16,16,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-0.812946412,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
732,Plateau Creek,2,1,11,0,4,14,14,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,0.400106917,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
733,Plateau Creek,9,1,2,0,4,14,14,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,0.400106917,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
734,Plateau Creek,19,1,16,0,4,14,14,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,0.400106917,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
735,Plateau Creek,2,1,5,0,4,12,12,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,1.613160245,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
736,Plateau Creek,14,1,3,0,4,11,11,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,2.21968691,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
737,Plateau Creek,14,1,6,0,4,9,9,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,3.432740238,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
738,Plateau Creek,19,1,17,0,4,23,23,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-5.058633061,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
739,Plateau Creek,11,1,8,0,4,20,20,0,0,0,0,0,0,0,0,NA,NA,NA,NA,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,-3.239053069,7.3,19.7,-3.783333333,23.48333333,581.8333333,202.5,30.93333333,101.7333333,468.6666667,1923.333333,4043.333333,161.5,177.1666667,148.8333333,276.8333333,127.8333333,156.3333333,-40.2,35.6,19.08333333,938.3333333,604.6666667,51,-30.53333333,981.6666667
