SITE,PLOT,COORD,TREE,DEAD,Diameter,Height,SHELTER,Multistem,UngulateBrowse,RodentDamage,DieBack,PoorHealth,HighPLant,NaturalRegen,SAMPLE,GRNWT,NEEDLE_DRYWT,STEM_DRYWT,Combined_DRYWT,NOTES,SITE,State,Forest,District,X,Y,Unit #,TPA Planted,Total Acres Planted,Season Planted,Year Planted,tmax,tavg,tmin,preci,vapr,wind,srad,elev,Elevation,bio_1,bio_2,bio_3,bio_4,bio_5,bio_6,bio_7,bio_8,bio_9,bio_10,bio_11,bio_12,bio_13,bio_14,bio_15,bio_16,bio_17,bio_18,bio_19
Plateau Creek,8,1,2,0,5.5,8,0,0,1,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,16,1,10,0,5.4,21,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,16,1,1,0,5.4,20,0,0,1,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,10,1,2,0,5.4,19,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,5,1,11,0,5.4,18,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,5,1,13,0,5.4,18,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,15,1,12,0,5.4,18,0,0,0,0,0,0,0,0,1,8,2.15,1.56,3.71,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,6,1,28,0,5.4,17,0,0,1,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,1,1,12,0,5.4,16,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,24,1,17,0,5.4,16,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,4,1,7,0,5.4,15,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,23,1,3,0,5.4,15,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,8,1,4,0,5.4,14,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,13,1,10,0,5.4,13,0,0,0,0,0,0,0,0,1,10.7,1.98,1.93,3.91,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,16,1,7,0,5.4,13,0,0,0,0,0,0,0,0,1,8,1.77,1.31,3.08,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,6,1,12,0,5.4,12,0,0,0,0,0,0,0,0,1,3.7,0.44,0.97,1.41,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,21,1,5,0,5.4,12,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,19,1,7,0,5.4,7,0,0,0,0,0,0,0,0,1,5,0.77,0.9,1.67,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,23,1,2,0,5.3,27,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,18,1,15,0,5.3,26,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,11,1,6,0,5.3,25,0,0,0,0,0,0,0,0,1,11.5,2.57,2.65,5.22,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,18,1,9,0,5.3,20,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,20,1,15,0,5.3,19,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,21,1,4,0,5.3,17,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,4,1,16,0,5.3,14,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,8,1,7,0,5.3,13,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,5,1,5,0,5.3,12,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,13,1,1,0,5.3,12,0,0,1,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,13,1,14,0,5.3,12,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,6,1,23,0,5.3,11,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,13,1,25,0,5.3,11,0,0,1,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,13,1,4,0,5.3,8,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,19,1,18,0,5.2,22,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,22,1,5,0,5.2,21,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,8,1,9,0,5.2,19,0,0,1,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,25,1,13,0,5.2,19,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,12,1,1,0,5.2,18,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,25,1,4,0,5.2,18,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,21,1,1,0,5.2,17,0,0,0,0,0,0,0,0,1,10,2.08,1.62,3.69,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,22,1,10,0,5.2,17,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,23,1,6,0,5.2,17,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,13,1,2,0,5.2,15,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,4,1,4,0,5.2,14,0,0,0,1,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,7,1,31,0,5.2,12,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,13,1,23,0,5.2,12,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,13,1,26,0,5.2,10,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,11,1,17,0,5.1,25,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,3,1,14,0,5.1,23,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,13,1,19,0,5.1,20,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,3,1,1,0,5.1,18,0,0,1,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,13,1,7,0,5.1,17,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,24,1,5,0,5.1,17,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,9,1,11,0,5.1,16,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,13,1,16,0,5.1,16,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,8,1,1,0,5.1,15,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,1,1,7,0,5.1,14,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,15,1,9,0,5.1,14,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,24,1,4,0,5.1,13,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,10,1,4,0,5.1,12,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,13,1,27,0,5.1,12,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,7,1,21,0,5.1,11,0,0,1,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,9,1,12,0,5,21,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,19,1,4,0,5,20,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,9,1,9,0,5,19,0,0,1,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,23,1,4,0,5,19,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
Plateau Creek,9,1,3,0,5,18,0,0,0,0,0,0,0,0,0,,,,,,Plateau Creek,Colorado,San Juan,Dolores,37.652249,-108.4365735,n/a,350,289,Spring,2022,13.80833,6.23333,-1.34167,43.08333,0.51333,2.85833,17537.5,2416,2409,6.23333,15.15,39.45313,824.45117,26.7,-11.7,38.4,16.1,9.6,16.56667,-3.6,517,57,21,22.27768,158,92,129,120
